"sale_date","isbn","COUNT"
"5/5/2193","989-28-79-69807-2",8
"5/5/2193","989-28-79-82125-8",4
"5/5/2193","989-28-654-5771-3",3
"5/5/2193","989-28-654-8573-0",1
"5/5/2193","989-28-229-7592-2",3
"5/5/2193","989-28-229-3157-7",3
"5/5/2193","989-28-229-1404-4",5
"5/5/2193","989-28-229-9769-6",4
"5/5/2193","989-28-229-5891-8",2
"5/5/2193","989-28-229-6632-6",2
"5/5/2193","989-28-229-0197-6",1
"5/5/2193","989-28-79-74374-1",12
"5/5/2193","989-28-79-23023-4",13
"5/5/2193","989-28-79-36485-4",1
"5/5/2193","989-28-79-13801-1",25
"5/5/2193","989-28-79-71565-6",5
"5/5/2193","989-28-79-68089-3",3
"5/5/2193","989-28-79-26824-4",7
"5/5/2193","989-28-79-40897-8",2
"5/5/2193","989-28-79-43574-5",1
"5/5/2193","989-28-79-55824-6",1
"5/5/2193","989-28-79-91028-0",1
"5/5/2193","989-28-3705-222-9",7
"5/5/2193","989-28-79-14379-4",2
"5/5/2193","989-28-3705-205-2",1
"5/5/2193","989-28-3705-492-6",2
"5/5/2193","989-28-3705-138-3",2
"5/5/2193","989-28-3705-369-1",1
"5/5/2193","989-28-79-68531-7",1
"5/5/2193","989-28-79-23015-9",1
"5/5/2193","989-28-79-51397-9",1
"6/5/2193","989-28-3705-138-3",3
"6/5/2193","989-28-3705-649-4",2
"6/5/2193","989-28-3705-987-7",6
"6/5/2193","989-28-3705-007-2",8
"6/5/2193","989-28-3705-583-1",3
"6/5/2193","989-28-3705-775-0",2
"6/5/2193","989-28-3705-592-3",1
"6/5/2193","989-28-79-21991-8",1
"6/5/2193","989-28-79-45675-7",3
"6/5/2193","989-28-79-67891-3",1
"6/5/2193","989-28-79-82197-5",2
"6/5/2193","989-28-79-16826-1",2
"6/5/2193","989-28-79-86624-2",1
"6/5/2193","989-28-79-11297-4",2
"6/5/2193","989-28-79-04510-4",1
"6/5/2193","989-28-79-01991-4",1
"6/5/2193","989-28-79-13871-4",8
"6/5/2193","989-28-79-82749-6",2
"6/5/2193","989-28-79-69807-2",10
"6/5/2193","989-28-79-82125-8",4
"6/5/2193","989-28-79-05670-4",5
"6/5/2193","989-28-229-6632-6",3
"6/5/2193","989-28-229-9769-6",12
"6/5/2193","989-28-229-1404-4",8
"6/5/2193","989-28-229-7592-2",4
"6/5/2193","989-28-229-0197-6",2
"6/5/2193","989-28-79-91028-0",6
"6/5/2193","989-28-79-13801-1",19
"6/5/2193","989-28-79-74374-1",12
"6/5/2193","989-28-79-23023-4",13
"6/5/2193","989-28-79-71565-6",3
"6/5/2193","989-28-79-26824-4",5
"6/5/2193","989-28-79-55824-6",3
"6/5/2193","989-28-79-68531-7",1
"6/5/2193","989-28-79-68089-3",2
"6/5/2193","989-28-79-51397-9",1
"6/5/2193","989-28-3705-222-9",7
"6/5/2193","989-28-79-14379-4",2
"6/5/2193","989-28-79-55752-2",1
"6/5/2193","989-28-3705-492-6",2
"6/5/2193","989-28-3705-054-6",1
"7/5/2193","989-28-3705-583-1",2
"7/5/2193","989-28-3705-007-2",8
"7/5/2193","989-28-3705-369-1",2
"7/5/2193","989-28-3705-054-6",1
"7/5/2193","989-28-3705-987-7",1
"7/5/2193","989-28-79-45675-7",3
"7/5/2193","989-28-79-22871-2",1
"7/5/2193","989-28-79-18127-7",1
"7/5/2193","989-28-654-3899-6",1
"7/5/2193","989-28-79-69807-2",4
"7/5/2193","989-28-79-13871-4",10
"7/5/2193","989-28-79-82749-6",2
"7/5/2193","989-28-79-22562-9",1
"7/5/2193","989-28-229-9769-6",5
"7/5/2193","989-28-229-0197-6",3
"7/5/2193","989-28-229-1404-4",4
"7/5/2193","989-28-229-3157-7",1
"7/5/2193","989-28-229-6632-6",2
"7/5/2193","989-28-79-13801-1",12
"7/5/2193","989-28-79-26824-4",2
"7/5/2193","989-28-79-91028-0",3
"7/5/2193","989-28-79-74374-1",4
"7/5/2193","989-28-79-23023-4",2
"7/5/2193","989-28-79-68089-3",2
"7/5/2193","989-28-79-40897-8",1
"7/5/2193","989-28-79-71565-6",2
"7/5/2193","989-28-3705-222-9",5
"7/5/2193","989-28-3705-492-6",3
"7/5/2193","989-28-3705-649-4",1
"7/5/2193","989-28-229-7592-2",1
"7/5/2193","989-28-3705-138-3",1
"7/5/2193","989-28-79-05670-4",2
"8/5/2193","989-28-3705-966-2",1
"8/5/2193","989-28-3705-987-7",4
"8/5/2193","989-28-3705-007-2",5
"8/5/2193","989-28-3705-152-9",1
"8/5/2193","989-28-3705-138-3",1
"8/5/2193","989-28-79-01991-4",1
"8/5/2193","989-28-79-07610-8",1
"8/5/2193","989-28-79-32105-5",1
"8/5/2193","989-28-79-82197-5",1
"8/5/2193","989-28-79-27078-0",1
"8/5/2193","989-28-79-11297-4",1
"8/5/2193","989-28-79-30536-9",2
"8/5/2193","989-28-79-21991-8",2
"8/5/2193","989-28-79-45675-7",1
"8/5/2193","989-28-654-2017-5",1
"8/5/2193","989-28-79-05670-4",4
"8/5/2193","989-28-79-82125-8",2
"8/5/2193","989-28-79-69807-2",6
"8/5/2193","989-28-79-13871-4",2
"8/5/2193","989-28-654-5771-3",3
"8/5/2193","989-28-229-9769-6",3
"8/5/2193","989-28-229-5891-8",2
"8/5/2193","989-28-229-1404-4",6
"8/5/2193","989-28-229-6632-6",1
"8/5/2193","989-28-229-7592-2",2
"8/5/2193","989-28-79-26824-4",4
"8/5/2193","989-28-79-23023-4",9
"8/5/2193","989-28-79-74374-1",5
"8/5/2193","989-28-79-13801-1",3
"8/5/2193","989-28-79-55752-2",1
"8/5/2193","989-28-79-91028-0",2
"8/5/2193","989-28-79-44730-4",1
"8/5/2193","989-28-79-68089-3",1
"8/5/2193","989-28-3705-222-9",8
"8/5/2193","989-28-3705-592-3",1
"8/5/2193","989-28-79-71565-6",1
"8/5/2193","989-28-79-03683-6",1
"8/5/2193","989-28-3705-054-6",1
"8/5/2193","989-28-3705-583-1",1
"8/5/2193","989-28-654-2620-7",1
"9/5/2193","989-28-654-2620-7",2
"9/5/2193","989-28-3705-369-1",1
"9/5/2193","989-28-3705-987-7",4
"9/5/2193","989-28-3705-592-3",1
"9/5/2193","989-28-3705-007-2",8
"9/5/2193","989-28-3705-583-1",1
"9/5/2193","989-28-3705-054-6",1
"9/5/2193","989-28-79-45675-7",3
"9/5/2193","989-28-79-86624-2",1
"9/5/2193","989-28-79-22871-2",2
"9/5/2193","989-28-79-30536-9",1
"9/5/2193","989-28-79-05638-4",1
"9/5/2193","989-28-79-13871-4",8
"9/5/2193","989-28-79-82749-6",4
"9/5/2193","989-28-229-1404-4",4
"9/5/2193","989-28-229-7592-2",3
"9/5/2193","989-28-229-5891-8",2
"9/5/2193","989-28-229-9769-6",2
"9/5/2193","989-28-229-3157-7",1
"9/5/2193","989-28-229-6632-6",2
"9/5/2193","989-28-79-74374-1",7
"9/5/2193","989-28-79-23023-4",5
"9/5/2193","989-28-79-68089-3",2
"9/5/2193","989-28-79-51397-9",2
"9/5/2193","989-28-79-91028-0",7
"9/5/2193","989-28-79-40897-8",1
"9/5/2193","989-28-79-13801-1",4
"9/5/2193","989-28-3705-222-9",4
"9/5/2193","989-28-79-69807-2",2
"9/5/2193","989-28-79-82125-8",2
"9/5/2193","989-28-79-55824-6",1
"9/5/2193","989-28-3705-966-2",1
"9/5/2193","989-28-79-05670-4",1
"9/5/2193","989-28-79-71565-6",1
"10/5/2193","989-28-654-2620-7",3
"10/5/2193","989-28-3705-007-2",6
"10/5/2193","989-28-3705-136-9",1
"10/5/2193","989-28-3705-987-7",6
"10/5/2193","989-28-3705-966-2",2
"10/5/2193","989-28-3705-583-1",1
"10/5/2193","989-28-3705-649-4",2
"10/5/2193","989-28-79-32105-5",1
"10/5/2193","989-28-79-18127-7",1
"10/5/2193","989-28-79-30536-9",2
"10/5/2193","989-28-79-22871-2",2
"10/5/2193","989-28-79-45675-7",2
"10/5/2193","989-28-79-11297-4",1
"10/5/2193","989-28-79-86624-2",1
"10/5/2193","989-28-79-21991-8",1
"10/5/2193","989-28-79-04510-4",1
"10/5/2193","989-28-79-05670-4",3
"10/5/2193","989-28-79-69807-2",8
"10/5/2193","989-28-79-13871-4",4
"10/5/2193","989-28-79-82749-6",2
"10/5/2193","989-28-79-82125-8",2
"10/5/2193","989-28-229-6632-6",3
"10/5/2193","989-28-229-5891-8",3
"10/5/2193","989-28-229-1404-4",2
"10/5/2193","989-28-229-0197-6",2
"10/5/2193","989-28-229-9769-6",1
"10/5/2193","989-28-229-7592-2",4
"10/5/2193","989-28-79-71565-6",4
"10/5/2193","989-28-79-26824-4",3
"10/5/2193","989-28-79-55752-2",1
"10/5/2193","989-28-79-13801-1",18
"10/5/2193","989-28-79-74374-1",17
"10/5/2193","989-28-79-91028-0",1
"10/5/2193","989-28-79-40897-8",3
"10/5/2193","989-28-79-23023-4",9
"10/5/2193","989-28-79-55824-6",1
"10/5/2193","989-28-79-68089-3",1
"10/5/2193","989-28-3705-222-9",4
"10/5/2193","989-28-3705-492-6",4
"10/5/2193","989-28-3705-607-4",1
"10/5/2193","989-28-3705-138-3",1
"10/5/2193","989-28-229-3157-7",2
"11/5/2193","989-28-3705-007-2",12
"11/5/2193","989-28-3705-775-0",2
"11/5/2193","989-28-3705-987-7",5
"11/5/2193","989-28-3705-966-2",2
"11/5/2193","989-28-3705-152-9",1
"11/5/2193","989-28-3705-649-4",2
"11/5/2193","989-28-79-22871-2",2
"11/5/2193","989-28-79-32105-5",4
"11/5/2193","989-28-79-11297-4",2
"11/5/2193","989-28-79-86624-2",1
"11/5/2193","989-28-79-82197-5",2
"11/5/2193","989-28-79-01991-4",1
"11/5/2193","989-28-79-21991-8",2
"11/5/2193","989-28-79-69807-2",14
"11/5/2193","989-28-79-13871-4",8
"11/5/2193","989-28-79-05670-4",6
"11/5/2193","989-28-79-82749-6",2
"11/5/2193","989-28-79-82125-8",2
"11/5/2193","989-28-654-5771-3",3
"11/5/2193","989-28-654-8573-0",1
"11/5/2193","989-28-229-1404-4",5
"11/5/2193","989-28-229-6632-6",4
"11/5/2193","989-28-229-0197-6",2
"11/5/2193","989-28-229-3157-7",5
"11/5/2193","989-28-229-7592-2",6
"11/5/2193","989-28-229-9769-6",3
"11/5/2193","989-28-79-71565-6",5
"11/5/2193","989-28-79-23023-4",14
"11/5/2193","989-28-79-40897-8",6
"11/5/2193","989-28-79-13801-1",19
"11/5/2193","989-28-79-82339-9",1
"11/5/2193","989-28-79-26824-4",7
"11/5/2193","989-28-79-68089-3",1
"11/5/2193","989-28-79-74374-1",13
"11/5/2193","989-28-79-91028-0",4
"11/5/2193","989-28-79-55752-2",2
"11/5/2193","989-28-79-03683-6",1
"11/5/2193","989-28-3705-492-6",5
"11/5/2193","989-28-3705-222-9",6
"11/5/2193","989-28-3705-592-3",1
"11/5/2193","989-28-79-30536-9",1
"11/5/2193","989-28-79-61125-5",1
"11/5/2193","989-28-654-6033-1",1
"11/5/2193","989-28-654-2620-7",1
"11/5/2193","989-28-3705-607-4",1
"11/5/2193","989-28-79-45675-7",1
"11/5/2193","989-28-229-5891-8",1
"12/5/2193","989-28-3705-583-1",2
"12/5/2193","989-28-3705-007-2",13
"12/5/2193","989-28-3705-649-4",2
"12/5/2193","989-28-3705-966-2",1
"12/5/2193","989-28-3705-987-7",3
"12/5/2193","989-28-3705-369-1",1
"12/5/2193","989-28-3705-592-3",1
"12/5/2193","989-28-79-21991-8",1
"12/5/2193","989-28-79-16826-1",2
"12/5/2193","989-28-79-01991-4",3
"12/5/2193","989-28-79-11297-4",1
"12/5/2193","989-28-79-87459-9",1
"12/5/2193","989-28-79-32105-5",1
"12/5/2193","989-28-79-07610-8",1
"12/5/2193","989-28-79-45675-7",3
"12/5/2193","989-28-79-30536-9",1
"12/5/2193","989-28-654-0127-3",1
"12/5/2193","989-28-79-82749-6",2
"12/5/2193","989-28-79-69807-2",4
"12/5/2193","989-28-79-13871-4",6
"12/5/2193","989-28-79-05670-4",6
"12/5/2193","989-28-79-82125-8",2
"12/5/2193","989-28-229-1404-4",5
"12/5/2193","989-28-229-6632-6",8
"12/5/2193","989-28-229-3157-7",4
"12/5/2193","989-28-229-9769-6",8
"12/5/2193","989-28-229-7592-2",8
"12/5/2193","989-28-79-13801-1",16
"12/5/2193","989-28-79-26824-4",5
"12/5/2193","989-28-79-74374-1",17
"12/5/2193","989-28-79-23023-4",8
"12/5/2193","989-28-79-68089-3",4
"12/5/2193","989-28-79-55752-2",1
"12/5/2193","989-28-79-71565-6",2
"12/5/2193","989-28-79-91028-0",6
"12/5/2193","989-28-79-51397-9",1
"12/5/2193","989-28-79-16808-7",1
"12/5/2193","989-28-79-40897-8",4
"12/5/2193","989-28-79-44730-4",1
"12/5/2193","989-28-79-55824-6",2
"12/5/2193","989-28-79-43574-5",1
"12/5/2193","989-28-3705-222-9",7
"12/5/2193","989-28-79-82197-5",1
"12/5/2193","989-28-79-18127-7",1
"12/5/2193","989-28-229-5891-8",1
"12/5/2193","989-28-79-61125-5",1
"13/5/2193","989-28-654-2620-7",1
"13/5/2193","989-28-3705-054-6",3
"13/5/2193","989-28-3705-987-7",5
"13/5/2193","989-28-3705-138-3",1
"13/5/2193","989-28-3705-007-2",10
"13/5/2193","989-28-3705-592-3",1
"13/5/2193","989-28-3705-583-1",1
"13/5/2193","989-28-3705-649-4",1
"13/5/2193","989-28-3705-966-2",1
"13/5/2193","989-28-79-04510-4",3
"13/5/2193","989-28-79-45675-7",5
"13/5/2193","989-28-79-27078-0",2
"13/5/2193","989-28-79-30536-9",2
"13/5/2193","989-28-79-05638-4",2
"13/5/2193","989-28-79-16826-1",2
"13/5/2193","989-28-79-01991-4",2
"13/5/2193","989-28-79-18127-7",1
"13/5/2193","989-28-79-86624-2",1
"13/5/2193","989-28-79-21991-8",1
"13/5/2193","989-28-79-64693-6",1
"13/5/2193","989-28-79-11297-4",1
"13/5/2193","989-28-79-82749-6",4
"13/5/2193","989-28-79-69807-2",12
"13/5/2193","989-28-79-13871-4",4
"13/5/2193","989-28-79-05670-4",3
"13/5/2193","989-28-654-5771-3",3
"13/5/2193","989-28-654-4370-9",1
"13/5/2193","989-28-229-6632-6",3
"13/5/2193","989-28-229-1404-4",6
"13/5/2193","989-28-229-3157-7",2
"13/5/2193","989-28-229-5891-8",2
"13/5/2193","989-28-229-7592-2",3
"13/5/2193","989-28-229-9769-6",1
"13/5/2193","989-28-79-13801-1",23
"13/5/2193","989-28-79-74374-1",12
"13/5/2193","989-28-79-91028-0",6
"13/5/2193","989-28-79-71565-6",6
"13/5/2193","989-28-79-23023-4",10
"13/5/2193","989-28-79-40897-8",1
"13/5/2193","989-28-79-68089-3",5
"13/5/2193","989-28-79-26824-4",3
"13/5/2193","989-28-79-43574-5",1
"13/5/2193","989-28-79-55752-2",1
"13/5/2193","989-28-79-36485-4",1
"13/5/2193","989-28-79-03683-6",3
"13/5/2193","989-28-3705-222-9",5
"13/5/2193","989-28-79-14379-4",3
"13/5/2193","989-28-3705-492-6",4
"13/5/2193","989-28-3705-205-2",1
"13/5/2193","989-28-3705-152-9",1
"13/5/2193","989-28-3705-369-1",1
"14/5/2193","989-28-3705-007-2",10
"14/5/2193","989-28-3705-369-1",1
"14/5/2193","989-28-3705-138-3",2
"14/5/2193","989-28-3705-987-7",4
"14/5/2193","989-28-79-45675-7",1
"14/5/2193","989-28-79-21991-8",2
"14/5/2193","989-28-79-01991-4",1
"14/5/2193","989-28-79-13871-4",8
"14/5/2193","989-28-79-82125-8",2
"14/5/2193","989-28-79-69807-2",4
"14/5/2193","989-28-79-05670-4",2
"14/5/2193","989-28-229-9769-6",7
"14/5/2193","989-28-229-6632-6",1
"14/5/2193","989-28-229-1404-4",1
"14/5/2193","989-28-229-5891-8",2
"14/5/2193","989-28-229-7592-2",3
"14/5/2193","989-28-79-74374-1",7
"14/5/2193","989-28-79-13801-1",8
"14/5/2193","989-28-79-91028-0",1
"14/5/2193","989-28-79-43574-5",1
"14/5/2193","989-28-79-68089-3",2
"14/5/2193","989-28-79-23023-4",6
"14/5/2193","989-28-79-40897-8",1
"14/5/2193","989-28-79-71565-6",2
"14/5/2193","989-28-3705-222-9",3
"14/5/2193","989-28-3705-492-6",1
"14/5/2193","989-28-79-14379-4",1
"14/5/2193","989-28-79-30536-9",1
"14/5/2193","989-28-79-11297-4",1
"14/5/2193","989-28-79-26824-4",1
"14/5/2193","989-28-79-44730-4",1
"15/5/2193","989-28-3705-007-2",5
"15/5/2193","989-28-3705-966-2",2
"15/5/2193","989-28-3705-138-3",1
"15/5/2193","989-28-79-45675-7",4
"15/5/2193","989-28-79-30536-9",1
"15/5/2193","989-28-79-86624-2",1
"15/5/2193","989-28-79-18127-7",2
"15/5/2193","989-28-79-01991-4",1
"15/5/2193","989-28-79-13871-4",8
"15/5/2193","989-28-79-82749-6",2
"15/5/2193","989-28-79-69807-2",2
"15/5/2193","989-28-229-7592-2",2
"15/5/2193","989-28-229-6632-6",2
"15/5/2193","989-28-229-9769-6",2
"15/5/2193","989-28-229-0197-6",1
"15/5/2193","989-28-229-5891-8",3
"15/5/2193","989-28-229-1404-4",2
"15/5/2193","989-28-79-91028-0",3
"15/5/2193","989-28-79-71565-6",1
"15/5/2193","989-28-79-74374-1",11
"15/5/2193","989-28-79-23023-4",7
"15/5/2193","989-28-79-13801-1",11
"15/5/2193","989-28-79-40897-8",2
"15/5/2193","989-28-79-68089-3",3
"15/5/2193","989-28-3705-492-6",3
"15/5/2193","989-28-79-03683-6",1
"15/5/2193","989-28-3705-222-9",3
"15/5/2193","989-28-79-11297-4",1
"15/5/2193","989-28-79-26824-4",2
"15/5/2193","989-28-79-05670-4",2
"15/5/2193","989-28-79-55752-2",1
"16/5/2193","989-28-3705-987-7",4
"16/5/2193","989-28-3705-007-2",8
"16/5/2193","989-28-3705-054-6",1
"16/5/2193","989-28-3705-966-2",4
"16/5/2193","989-28-3705-138-3",1
"16/5/2193","989-28-3705-136-9",1
"16/5/2193","989-28-3705-152-9",1
"16/5/2193","989-28-79-16826-1",1
"16/5/2193","989-28-79-82197-5",1
"16/5/2193","989-28-79-07610-8",1
"16/5/2193","989-28-79-27078-0",1
"16/5/2193","989-28-79-45675-7",2
"16/5/2193","989-28-79-22871-2",1
"16/5/2193","989-28-654-5018-9",1
"16/5/2193","989-28-654-0127-3",2
"16/5/2193","989-28-79-05670-4",1
"16/5/2193","989-28-79-69807-2",10
"16/5/2193","989-28-79-13871-4",2
"16/5/2193","989-28-229-1404-4",7
"16/5/2193","989-28-229-5891-8",3
"16/5/2193","989-28-229-6632-6",4
"16/5/2193","989-28-229-7592-2",4
"16/5/2193","989-28-229-9769-6",1
"16/5/2193","989-28-79-23023-4",6
"16/5/2193","989-28-79-68089-3",2
"16/5/2193","989-28-79-26824-4",2
"16/5/2193","989-28-79-74374-1",6
"16/5/2193","989-28-79-40897-8",1
"16/5/2193","989-28-79-13801-1",4
"16/5/2193","989-28-3705-492-6",2
"16/5/2193","989-28-3705-222-9",4
"16/5/2193","989-28-229-0197-6",1
"16/5/2193","989-28-79-86624-2",1
"16/5/2193","989-28-654-6507-7",1
"16/5/2193","989-28-79-71565-6",1
"17/5/2193","989-28-3705-966-2",3
"17/5/2193","989-28-3705-007-2",6
"17/5/2193","989-28-3705-987-7",4
"17/5/2193","989-28-3705-592-3",2
"17/5/2193","989-28-3705-054-6",1
"17/5/2193","989-28-3705-152-9",1
"17/5/2193","989-28-3705-649-4",1
"17/5/2193","989-28-79-32105-5",1
"17/5/2193","989-28-79-18127-7",2
"17/5/2193","989-28-79-22871-2",2
"17/5/2193","989-28-79-45675-7",3
"17/5/2193","989-28-79-21991-8",2
"17/5/2193","989-28-79-11297-4",1
"17/5/2193","989-28-79-27078-0",1
"17/5/2193","989-28-79-69807-2",6
"17/5/2193","989-28-79-82125-8",6
"17/5/2193","989-28-79-05670-4",7
"17/5/2193","989-28-79-13871-4",4
"17/5/2193","989-28-654-6033-1",1
"17/5/2193","989-28-229-1404-4",4
"17/5/2193","989-28-229-9769-6",3
"17/5/2193","989-28-229-0197-6",1
"17/5/2193","989-28-229-6632-6",1
"17/5/2193","989-28-229-7592-2",2
"17/5/2193","989-28-229-3157-7",2
"17/5/2193","989-28-229-5891-8",1
"17/5/2193","989-28-79-13801-1",7
"17/5/2193","989-28-79-23023-4",14
"17/5/2193","989-28-79-26824-4",6
"17/5/2193","989-28-79-74374-1",11
"17/5/2193","989-28-79-91028-0",3
"17/5/2193","989-28-79-71565-6",1
"17/5/2193","989-28-79-55752-2",1
"17/5/2193","989-28-79-68089-3",2
"17/5/2193","989-28-79-55824-6",1
"17/5/2193","989-28-79-14379-4",1
"17/5/2193","989-28-3705-492-6",4
"17/5/2193","989-28-3705-222-9",4
"17/5/2193","989-28-79-07610-8",1
"17/5/2193","989-28-79-03683-6",1
"17/5/2193","989-28-79-82197-5",1
"18/5/2193","989-28-3705-007-2",12
"18/5/2193","989-28-3705-966-2",1
"18/5/2193","989-28-3705-649-4",3
"18/5/2193","989-28-3705-987-7",9
"18/5/2193","989-28-3705-583-1",1
"18/5/2193","989-28-3705-138-3",3
"18/5/2193","989-28-3705-369-1",1
"18/5/2193","989-28-79-11297-4",4
"18/5/2193","989-28-79-45675-7",8
"18/5/2193","989-28-79-04510-4",1
"18/5/2193","989-28-79-21991-8",1
"18/5/2193","989-28-79-16826-1",1
"18/5/2193","989-28-79-18127-7",1
"18/5/2193","989-28-79-27078-0",1
"18/5/2193","989-28-79-69807-2",10
"18/5/2193","989-28-79-13871-4",12
"18/5/2193","989-28-79-05670-4",4
"18/5/2193","989-28-79-82749-6",2
"18/5/2193","989-28-79-82125-8",6
"18/5/2193","989-28-654-2620-7",1
"18/5/2193","989-28-229-1404-4",10
"18/5/2193","989-28-229-9769-6",5
"18/5/2193","989-28-229-6632-6",4
"18/5/2193","989-28-229-7592-2",7
"18/5/2193","989-28-229-5891-8",1
"18/5/2193","989-28-79-71565-6",4
"18/5/2193","989-28-79-40897-8",5
"18/5/2193","989-28-79-91028-0",6
"18/5/2193","989-28-79-13801-1",18
"18/5/2193","989-28-79-74374-1",11
"18/5/2193","989-28-79-23023-4",11
"18/5/2193","989-28-79-36485-4",1
"18/5/2193","989-28-79-68089-3",3
"18/5/2193","989-28-79-55752-2",4
"18/5/2193","989-28-79-51397-9",1
"18/5/2193","989-28-79-26824-4",1
"18/5/2193","989-28-79-44730-4",1
"18/5/2193","989-28-3705-492-6",6
"18/5/2193","989-28-3705-222-9",4
"18/5/2193","989-28-79-22871-2",1
"18/5/2193","989-28-3705-607-4",1
"18/5/2193","989-28-79-03683-6",1
"18/5/2193","989-28-3705-592-3",1
"18/5/2193","989-28-79-01991-4",1
"18/5/2193","989-28-79-42728-3",1
"18/5/2193","989-28-229-0197-6",1
"19/5/2193","989-28-654-2620-7",1
"19/5/2193","989-28-3705-369-1",1
"19/5/2193","989-28-3705-007-2",17
"19/5/2193","989-28-3705-583-1",2
"19/5/2193","989-28-3705-966-2",2
"19/5/2193","989-28-3705-138-3",1
"19/5/2193","989-28-3705-987-7",5
"19/5/2193","989-28-3705-592-3",1
"19/5/2193","989-28-79-04510-4",2
"19/5/2193","989-28-79-30536-9",1
"19/5/2193","989-28-79-86624-2",1
"19/5/2193","989-28-79-52883-6",1
"19/5/2193","989-28-79-45675-7",3
"19/5/2193","989-28-79-18127-7",1
"19/5/2193","989-28-79-82197-5",3
"19/5/2193","989-28-79-11297-4",3
"19/5/2193","989-28-79-42728-3",1
"19/5/2193","989-28-79-64693-6",1
"19/5/2193","989-28-654-5018-9",1
"19/5/2193","989-28-79-69807-2",10
"19/5/2193","989-28-79-05670-4",8
"19/5/2193","989-28-79-13871-4",6
"19/5/2193","989-28-79-82749-6",2
"19/5/2193","989-28-654-6033-1",1
"19/5/2193","989-28-229-6632-6",4
"19/5/2193","989-28-229-1404-4",9
"19/5/2193","989-28-229-0197-6",1
"19/5/2193","989-28-229-9769-6",4
"19/5/2193","989-28-229-7592-2",8
"19/5/2193","989-28-229-5891-8",2
"19/5/2193","989-28-229-3157-7",2
"19/5/2193","989-28-79-55824-6",4
"19/5/2193","989-28-79-68089-3",5
"19/5/2193","989-28-79-13801-1",16
"19/5/2193","989-28-79-91028-0",5
"19/5/2193","989-28-79-74374-1",12
"19/5/2193","989-28-79-23023-4",12
"19/5/2193","989-28-79-71565-6",3
"19/5/2193","989-28-79-26824-4",2
"19/5/2193","989-28-3705-492-6",2
"19/5/2193","989-28-79-03683-6",3
"19/5/2193","989-28-3705-222-9",7
"19/5/2193","989-28-79-23015-9",1
"19/5/2193","989-28-79-40897-8",2
"19/5/2193","989-28-79-21991-8",1
"19/5/2193","989-28-3705-136-9",1
"19/5/2193","989-28-79-16826-1",1
"20/5/2193","989-28-654-2620-7",2
"20/5/2193","989-28-3705-987-7",7
"20/5/2193","989-28-3705-007-2",14
"20/5/2193","989-28-3705-966-2",1
"20/5/2193","989-28-3705-583-1",4
"20/5/2193","989-28-3705-054-6",2
"20/5/2193","989-28-3705-138-3",1
"20/5/2193","989-28-3705-369-1",1
"20/5/2193","989-28-79-21991-8",3
"20/5/2193","989-28-79-45675-7",7
"20/5/2193","989-28-79-04510-4",1
"20/5/2193","989-28-79-07610-8",1
"20/5/2193","989-28-79-70597-8",1
"20/5/2193","989-28-79-18127-7",1
"20/5/2193","989-28-79-01991-4",1
"20/5/2193","989-28-79-61125-5",1
"20/5/2193","989-28-79-11297-4",1
"20/5/2193","989-28-79-16826-1",1
"20/5/2193","989-28-79-32105-5",1
"20/5/2193","989-28-654-0127-3",1
"20/5/2193","989-28-79-13871-4",12
"20/5/2193","989-28-79-69807-2",10
"20/5/2193","989-28-79-82125-8",2
"20/5/2193","989-28-79-05670-4",7
"20/5/2193","989-28-654-6507-7",1
"20/5/2193","989-28-229-6632-6",5
"20/5/2193","989-28-229-7592-2",4
"20/5/2193","989-28-229-9769-6",4
"20/5/2193","989-28-229-3157-7",1
"20/5/2193","989-28-229-1404-4",2
"20/5/2193","989-28-229-5891-8",3
"20/5/2193","989-28-79-13801-1",19
"20/5/2193","989-28-79-68089-3",3
"20/5/2193","989-28-79-74374-1",11
"20/5/2193","989-28-79-23023-4",11
"20/5/2193","989-28-79-16808-7",1
"20/5/2193","989-28-79-40897-8",4
"20/5/2193","989-28-79-26824-4",4
"20/5/2193","989-28-79-91028-0",4
"20/5/2193","989-28-79-55752-2",2
"20/5/2193","989-28-79-71565-6",3
"20/5/2193","989-28-79-51397-9",1
"20/5/2193","989-28-79-55824-6",1
"20/5/2193","989-28-3705-492-6",6
"20/5/2193","989-28-3705-222-9",3
"20/5/2193","989-28-3705-607-4",1
"20/5/2193","989-28-79-67891-3",1
"20/5/2193","989-28-229-0197-6",1
"20/5/2193","989-28-79-23015-9",2
"20/5/2193","989-28-3705-775-0",1
"21/5/2193","989-28-654-2620-7",1
"21/5/2193","989-28-3705-987-7",4
"21/5/2193","989-28-3705-592-3",2
"21/5/2193","989-28-3705-007-2",6
"21/5/2193","989-28-3705-138-3",1
"21/5/2193","989-28-79-27078-0",1
"21/5/2193","989-28-79-32105-5",2
"21/5/2193","989-28-79-45675-7",1
"21/5/2193","989-28-654-5018-9",1
"21/5/2193","989-28-79-69807-2",8
"21/5/2193","989-28-79-82749-6",2
"21/5/2193","989-28-79-05670-4",5
"21/5/2193","989-28-79-13871-4",2
"21/5/2193","989-28-654-0047-4",1
"21/5/2193","989-28-229-3157-7",1
"21/5/2193","989-28-229-6632-6",1
"21/5/2193","989-28-229-5891-8",1
"21/5/2193","989-28-229-9769-6",3
"21/5/2193","989-28-229-0197-6",1
"21/5/2193","989-28-79-71565-6",2
